transaction_id,customer_id,transaction_date,product_id,category,subcategory,color,material,unit_price,discount,final_unit_price,quantity,total_amount
T0007508,CUST_00469,2025-08-17,P00165,Dresses & Skirts,Tennis Skirt,Olive Green,Cashmere Blend,113.2,0.0,113.2,1,113.2
T0007509,CUST_00469,2025-10-14,P00176,Dresses & Skirts,Bodycon Dress,Heather Grey,Linen,88.74,10.0,79.87,2,159.74
T0007510,CUST_00469,2025-10-15,P00258,Jackets & Outerwear,Trench Coat,Terracotta,Cashmere Blend,108.83,20.0,87.06,1,87.06
T0007511,CUST_00469,2026-01-22,P00166,Dresses & Skirts,Tennis Skirt,Heather Grey,Corduroy,66.21,5.0,62.9,1,62.9
T0007512,CUST_00469,2026-04-20,P00143,Dresses & Skirts,Mini Skirt,White,Linen,46.19,0.0,46.19,1,46.19
T0007513,CUST_00469,2026-04-22,P00150,Dresses & Skirts,Maxi Skirt,Terracotta,Linen,85.19,25.0,63.89,1,63.89
T0007514,CUST_00469,2026-05-09,P00185,Dresses & Skirts,Slip Dress,Burgundy,Cashmere Blend,96.94,10.0,87.25,3,261.75
T0007515,CUST_00469,2026-05-28,P00173,Dresses & Skirts,Bodycon Dress,Burgundy,Corduroy,72.21,5.0,68.6,1,68.6
T0007516,CUST_00469,2026-07-25,P00163,Dresses & Skirts,Pencil Skirt,Olive Green,Linen,158.02,5.0,150.12,2,300.24
T0007517,CUST_00470,2025-02-23,P00363,Traditional Wear,Sherwani,Burgundy,Linen,118.31,15.0,100.56,3,301.68
T0007518,CUST_00470,2025-03-20,P00362,Traditional Wear,Sherwani,Charcoal,Poly-Spandex,102.37,10.0,92.13,1,92.13
T0007519,CUST_00470,2025-07-10,P00374,Traditional Wear,Nehru Jacket,Charcoal,French Terry,120.08,15.0,102.07,1,102.07
T0007520,CUST_00470,2025-08-18,P00353,Traditional Wear,Kurti,Burgundy,Corduroy,75.45,0.0,75.45,1,75.45
T0007521,CUST_00470,2025-09-20,P00365,Traditional Wear,Lehenga,Burgundy,Cashmere Blend,87.01,10.0,78.31,1,78.31
T0007522,CUST_00470,2025-10-24,P00355,Traditional Wear,Kurti,Olive Green,Poly-Spandex,122.46,5.0,116.34,2,232.68
T0007523,CUST_00470,2025-11-08,P00360,Traditional Wear,Salwar Suit,Charcoal,French Terry,89.77,10.0,80.79,2,161.58
T0007524,CUST_00470,2026-01-25,P00362,Traditional Wear,Sherwani,Charcoal,Poly-Spandex,102.37,0.0,102.37,1,102.37
T0007525,CUST_00470,2026-02-12,P00355,Traditional Wear,Kurti,Olive Green,Poly-Spandex,122.46,0.0,122.46,2,244.92
T0007526,CUST_00470,2026-06-22,P00368,Traditional Wear,Lehenga,Heather Grey,Poly-Spandex,67.14,10.0,60.43,1,60.43
T0007527,CUST_00470,2026-07-30,P00374,Traditional Wear,Nehru Jacket,Charcoal,French Terry,120.08,15.0,102.07,1,102.07
T0007528,CUST_00470,2026-08-13,P00376,Traditional Wear,Nehru Jacket,Terracotta,Linen,182.8,20.0,146.24,1,146.24
T0007529,CUST_00471,2025-01-09,P00203,Sweaters & Knitwear,Cardigan,White,Linen,95.01,15.0,80.76,1,80.76
T0007530,CUST_00471,2025-03-11,P00287,Activewear,Running Shorts,White,French Terry,65.75,20.0,52.6,1,52.6
T0007531,CUST_00471,2025-06-28,P00206,Sweaters & Knitwear,Cable-Knit Sweater,Charcoal,Corduroy,86.57,15.0,73.58,1,73.58
T0007532,CUST_00471,2025-07-09,P00216,Hoodies & Sweatshirts,Zip-Up Hoodie,Charcoal,Linen,120.43,10.0,108.39,2,216.78
T0007533,CUST_00471,2025-07-17,P00200,Sweaters & Knitwear,Turtleneck,Heather Grey,French Terry,82.3,5.0,78.18,1,78.18
T0007534,CUST_00471,2025-11-20,P00199,Sweaters & Knitwear,Turtleneck,Olive Green,Corduroy,93.62,0.0,93.62,1,93.62
T0007535,CUST_00471,2025-11-26,P00192,Sweaters & Knitwear,Crewneck Sweater,Charcoal,Corduroy,81.54,0.0,81.54,1,81.54
T0007536,CUST_00471,2026-02-09,P00194,Sweaters & Knitwear,V-Neck Sweater,Charcoal,French Terry,141.28,10.0,127.15,2,254.3
T0007537,CUST_00471,2026-03-22,P00202,Sweaters & Knitwear,Cardigan,Heather Grey,Poly-Spandex,142.38,10.0,128.14,1,128.14
T0007538,CUST_00471,2026-04-07,P00196,Sweaters & Knitwear,V-Neck Sweater,Terracotta,Linen,67.83,5.0,64.44,1,64.44
T0007539,CUST_00471,2026-04-07,P00201,Sweaters & Knitwear,Cardigan,Olive Green,French Terry,99.99,5.0,94.99,1,94.99
T0007540,CUST_00471,2026-05-24,P00196,Sweaters & Knitwear,V-Neck Sweater,Terracotta,Linen,67.83,0.0,67.83,3,203.49
T0007541,CUST_00471,2026-05-28,P00094,Pants & Jeans,Wide Leg Jeans,Heather Grey,French Terry,74.35,15.0,63.2,2,126.4
T0007542,CUST_00471,2026-06-20,P00189,Sweaters & Knitwear,Crewneck Sweater,Olive Green,Poly-Spandex,58.58,10.0,52.72,1,52.72
T0007543,CUST_00471,2026-07-13,P00090,Pants & Jeans,Straight Leg Jeans,Terracotta,Linen,85.71,15.0,72.85,1,72.85
T0007544,CUST_00471,2026-07-25,P00190,Sweaters & Knitwear,Crewneck Sweater,Heather Grey,Linen,140.82,25.0,105.61,3,316.83
T0007545,CUST_00472,2025-04-14,P00035,T-Shirts,Crew Neck T-Shirt,White,Poly-Spandex,51.51,0.0,51.51,3,154.53
T0007546,CUST_00472,2025-05-08,P00121,Shorts,Denim Shorts,White,French Terry,39.62,10.0,35.66,1,35.66
T0007547,CUST_00472,2025-05-31,P00044,T-Shirts,Polo T-Shirt,Heather Grey,Cashmere Blend,49.11,15.0,41.74,1,41.74
T0007548,CUST_00472,2025-06-22,P00038,T-Shirts,V-Neck T-Shirt,Charcoal,Cashmere Blend,33.5,10.0,30.15,1,30.15
T0007549,CUST_00472,2025-06-30,P00047,T-Shirts,Henley T-Shirt,White,French Terry,59.91,10.0,53.92,2,107.84
T0007550,CUST_00472,2025-07-06,P00125,Shorts,Cargo Shorts,Burgundy,Cashmere Blend,68.9,10.0,62.01,1,62.01
T0007551,CUST_00472,2025-07-13,P00056,T-Shirts,Graphic T-Shirt,Heather Grey,Linen,37.13,5.0,35.27,2,70.54
T0007552,CUST_00472,2025-09-06,P00122,Shorts,Denim Shorts,Charcoal,Poly-Spandex,59.89,0.0,59.89,1,59.89
T0007553,CUST_00472,2025-09-10,P00055,T-Shirts,Graphic T-Shirt,Olive Green,Poly-Spandex,38.38,0.0,38.38,2,76.76
T0007554,CUST_00472,2025-10-02,P00128,Shorts,Cargo Shorts,Heather Grey,Poly-Spandex,39.37,25.0,29.53,1,29.53
T0007555,CUST_00472,2025-10-30,P00059,T-Shirts,Striped T-Shirt,White,Corduroy,33.52,25.0,25.14,1,25.14
T0007556,CUST_00472,2025-10-31,P00132,Shorts,Chino Shorts,Charcoal,Corduroy,36.41,0.0,36.41,2,72.82
T0007557,CUST_00472,2025-11-02,P00039,T-Shirts,V-Neck T-Shirt,Burgundy,Corduroy,34.01,15.0,28.91,2,57.82
T0007558,CUST_00472,2025-11-12,P00050,T-Shirts,Oversized T-Shirt,Charcoal,Linen,43.97,15.0,37.37,3,112.11
T0007559,CUST_00472,2026-06-11,P00127,Shorts,Cargo Shorts,Olive Green,French Terry,88.18,10.0,79.36,1,79.36
T0007560,CUST_00472,2026-06-15,P00040,T-Shirts,V-Neck T-Shirt,Terracotta,French Terry,57.34,10.0,51.61,1,51.61
T0007561,CUST_00472,2026-07-27,P00121,Shorts,Denim Shorts,White,French Terry,39.62,20.0,31.7,1,31.7
T0007562,CUST_00473,2025-05-25,P00313,Loungewear,Lounge Pants,White,Corduroy,83.8,15.0,71.23,1,71.23
T0007563,CUST_00473,2025-07-28,P00328,Loungewear,Pajama Set,Terracotta,Poly-Spandex,47.93,15.0,40.74,1,40.74
T0007564,CUST_00473,2025-10-07,P00326,Loungewear,Pajama Set,Charcoal,Corduroy,64.53,15.0,54.85,1,54.85
T0007565,CUST_00473,2025-10-23,P00314,Loungewear,Lounge Pants,Charcoal,French Terry,55.43,25.0,41.57,1,41.57
T0007566,CUST_00473,2026-03-01,P00311,Loungewear,Sweatpants,White,Cashmere Blend,67.97,20.0,54.38,1,54.38
T0007567,CUST_00473,2026-03-09,P00303,Activewear,Performance T-Shirt,Burgundy,Linen,77.84,5.0,73.95,2,147.9
T0007568,CUST_00473,2026-03-28,P00324,Loungewear,Lounge T-Shirt,Charcoal,Cashmere Blend,65.55,0.0,65.55,2,131.1
T0007569,CUST_00473,2026-04-25,P00320,Loungewear,Lounge Shorts,Heather Grey,French Terry,35.12,5.0,33.36,1,33.36
T0007570,CUST_00473,2026-05-26,P00225,Hoodies & Sweatshirts,Fleece Sweatshirt,Olive Green,Cashmere Blend,85.12,0.0,85.12,1,85.12
T0007571,CUST_00473,2026-07-06,P00321,Loungewear,Lounge T-Shirt,Olive Green,French Terry,64.33,0.0,64.33,3,192.99
T0007572,CUST_00473,2026-07-10,P00317,Loungewear,Lounge Shorts,Burgundy,Linen,52.95,0.0,52.95,1,52.95
T0007573,CUST_00473,2026-08-10,P00313,Loungewear,Lounge Pants,White,Corduroy,83.8,10.0,75.42,1,75.42
T0007574,CUST_00474,2025-04-07,P00115,Pants & Jeans,Jogger Pants,Olive Green,Poly-Spandex,75.64,15.0,64.29,1,64.29
T0007575,CUST_00474,2025-04-22,P00097,Pants & Jeans,Bootcut Jeans,White,Linen,50.52,15.0,42.94,1,42.94
T0007576,CUST_00474,2025-05-18,P00104,Pants & Jeans,Chinos,Heather Grey,Cashmere Blend,97.55,5.0,92.67,1,92.67
T0007577,CUST_00474,2025-08-02,P00117,Pants & Jeans,Linen Trousers,Olive Green,Linen,83.83,15.0,71.26,1,71.26
T0007578,CUST_00474,2025-10-13,P00268,Blazers & Suits,Tailored Blazer,Terracotta,Poly-Spandex,150.7,0.0,150.7,3,452.1
T0007579,CUST_00474,2025-12-12,P00107,Pants & Jeans,Cargo Pants,White,French Terry,58.08,10.0,52.27,1,52.27
T0007580,CUST_00474,2025-12-17,P00261,Jackets & Outerwear,Parka,Olive Green,French Terry,114.3,10.0,102.87,1,102.87
T0007581,CUST_00474,2025-12-27,P00101,Pants & Jeans,Chinos,Burgundy,French Terry,67.07,5.0,63.72,1,63.72
T0007582,CUST_00474,2026-01-23,P00035,T-Shirts,Crew Neck T-Shirt,White,Poly-Spandex,51.51,15.0,43.78,1,43.78
T0007583,CUST_00474,2026-01-26,P00139,Shorts,Bermuda Shorts,Olive Green,Corduroy,96.3,0.0,96.3,1,96.3
T0007584,CUST_00474,2026-02-01,P00116,Pants & Jeans,Jogger Pants,Heather Grey,Linen,62.05,25.0,46.54,1,46.54
T0007585,CUST_00474,2026-03-22,P00091,Pants & Jeans,Straight Leg Jeans,Olive Green,Cashmere Blend,94.97,20.0,75.98,2,151.96
T0007586,CUST_00474,2026-03-28,P00110,Pants & Jeans,Formal Trousers,Charcoal,Linen,42.45,10.0,38.21,2,76.42
T0007587,CUST_00474,2026-03-30,P00134,Shorts,Running Shorts,Charcoal,French Terry,50.19,10.0,45.17,2,90.34
T0007588,CUST_00474,2026-04-25,P00090,Pants & Jeans,Straight Leg Jeans,Terracotta,Linen,85.71,0.0,85.71,1,85.71
T0007589,CUST_00474,2026-05-30,P00094,Pants & Jeans,Wide Leg Jeans,Heather Grey,French Terry,74.35,5.0,70.63,2,141.26
T0007590,CUST_00474,2026-06-08,P00094,Pants & Jeans,Wide Leg Jeans,Heather Grey,French Terry,74.35,20.0,59.48,2,118.96
T0007591,CUST_00474,2026-06-09,P00213,Hoodies & Sweatshirts,Zip-Up Hoodie,Olive Green,Corduroy,87.54,0.0,87.54,2,175.08
T0007592,CUST_00474,2026-07-14,P00115,Pants & Jeans,Jogger Pants,Olive Green,Poly-Spandex,75.64,0.0,75.64,1,75.64
T0007593,CUST_00474,2026-08-02,P00100,Pants & Jeans,Bootcut Jeans,Terracotta,French Terry,56.83,5.0,53.99,1,53.99
T0007594,CUST_00474,2026-08-06,P00361,Traditional Wear,Sherwani,White,French Terry,84.24,0.0,84.24,3,252.72
T0007595,CUST_00474,2026-08-10,P00374,Traditional Wear,Nehru Jacket,Charcoal,French Terry,120.08,0.0,120.08,1,120.08
T0007596,CUST_00475,2025-01-09,P00139,Shorts,Bermuda Shorts,Olive Green,Corduroy,96.3,5.0,91.48,2,182.96
T0007597,CUST_00475,2025-01-11,P00368,Traditional Wear,Lehenga,Heather Grey,Poly-Spandex,67.14,20.0,53.71,1,53.71
T0007598,CUST_00475,2025-01-13,P00360,Traditional Wear,Salwar Suit,Charcoal,French Terry,89.77,20.0,71.82,1,71.82
T0007599,CUST_00475,2025-01-13,P00124,Shorts,Denim Shorts,Terracotta,Cashmere Blend,82.46,10.0,74.21,1,74.21
T0007600,CUST_00475,2025-01-23,P00123,Shorts,Denim Shorts,Burgundy,Linen,57.52,20.0,46.02,1,46.02
T0007601,CUST_00475,2025-02-10,P00030,Shirts,Overshirt,Terracotta,Linen,73.81,25.0,55.36,1,55.36
T0007602,CUST_00475,2025-03-16,P00136,Shorts,Running Shorts,Terracotta,Linen,41.51,0.0,41.51,1,41.51
T0007603,CUST_00475,2025-03-21,P00121,Shorts,Denim Shorts,White,French Terry,39.62,0.0,39.62,1,39.62
T0007604,CUST_00475,2025-04-30,P00265,Blazers & Suits,Tailored Blazer,White,Cashmere Blend,158.93,10.0,143.04,2,286.08
T0007605,CUST_00475,2025-09-12,P00136,Shorts,Running Shorts,Terracotta,Linen,41.51,5.0,39.43,3,118.29
T0007606,CUST_00475,2025-12-19,P00134,Shorts,Running Shorts,Charcoal,French Terry,50.19,0.0,50.19,1,50.19
T0007607,CUST_00475,2026-01-03,P00015,Shirts,Denim Shirt,Burgundy,Poly-Spandex,72.57,5.0,68.94,1,68.94
T0007608,CUST_00475,2026-02-23,P00126,Shorts,Cargo Shorts,Terracotta,Corduroy,59.69,0.0,59.69,1,59.69
T0007609,CUST_00475,2026-02-26,P00137,Shorts,Bermuda Shorts,Burgundy,Linen,61.4,10.0,55.26,1,55.26
T0007610,CUST_00475,2026-06-05,P00134,Shorts,Running Shorts,Charcoal,French Terry,50.19,20.0,40.15,1,40.15
T0007611,CUST_00475,2026-07-20,P00310,Loungewear,Sweatpants,Heather Grey,Linen,82.05,10.0,73.84,1,73.84
T0007612,CUST_00476,2025-01-01,P00056,T-Shirts,Graphic T-Shirt,Heather Grey,Linen,37.13,10.0,33.42,2,66.84
T0007613,CUST_00476,2025-01-09,P00125,Shorts,Cargo Shorts,Burgundy,Cashmere Blend,68.9,10.0,62.01,1,62.01
T0007614,CUST_00476,2025-02-02,P00044,T-Shirts,Polo T-Shirt,Heather Grey,Cashmere Blend,49.11,15.0,41.74,1,41.74
T0007615,CUST_00476,2025-03-23,P00126,Shorts,Cargo Shorts,Terracotta,Corduroy,59.69,5.0,56.71,2,113.42
T0007616,CUST_00476,2025-04-06,P00035,T-Shirts,Crew Neck T-Shirt,White,Poly-Spandex,51.51,0.0,51.51,1,51.51
T0007617,CUST_00476,2025-07-17,P00124,Shorts,Denim Shorts,Terracotta,Cashmere Blend,82.46,5.0,78.34,1,78.34
T0007618,CUST_00476,2025-08-03,P00067,Tops,Crop Top,Olive Green,French Terry,47.63,10.0,42.87,1,42.87
T0007619,CUST_00476,2025-08-20,P00194,Sweaters & Knitwear,V-Neck Sweater,Charcoal,French Terry,141.28,10.0,127.15,2,254.3
T0007620,CUST_00476,2025-11-04,P00046,T-Shirts,Henley T-Shirt,Heather Grey,Corduroy,49.49,15.0,42.07,2,84.14
T0007621,CUST_00476,2025-12-10,P00138,Shorts,Bermuda Shorts,Terracotta,Cashmere Blend,69.67,0.0,69.67,1,69.67
T0007622,CUST_00476,2025-12-15,P00050,T-Shirts,Oversized T-Shirt,Charcoal,Linen,43.97,0.0,43.97,1,43.97
T0007623,CUST_00476,2025-12-23,P00128,Shorts,Cargo Shorts,Heather Grey,Poly-Spandex,39.37,0.0,39.37,1,39.37
T0007624,CUST_00476,2026-01-13,P00307,Activewear,Athletic Hoodie,Olive Green,French Terry,56.08,0.0,56.08,1,56.08
T0007625,CUST_00476,2026-02-05,P00051,T-Shirts,Oversized T-Shirt,Burgundy,Cashmere Blend,46.68,10.0,42.01,1,42.01
T0007626,CUST_00476,2026-02-11,P00139,Shorts,Bermuda Shorts,Olive Green,Corduroy,96.3,15.0,81.85,3,245.55
T0007627,CUST_00476,2026-03-24,P00124,Shorts,Denim Shorts,Terracotta,Cashmere Blend,82.46,0.0,82.46,1,82.46
T0007628,CUST_00476,2026-06-06,P00376,Traditional Wear,Nehru Jacket,Terracotta,Linen,182.8,15.0,155.38,1,155.38
T0007629,CUST_00476,2026-06-11,P00356,Traditional Wear,Kurti,Heather Grey,Linen,100.61,0.0,100.61,1,100.61
T0007630,CUST_00476,2026-06-15,P00364,Traditional Wear,Sherwani,Terracotta,Cashmere Blend,65.74,5.0,62.45,3,187.35
T0007631,CUST_00476,2026-06-16,P00304,Activewear,Performance T-Shirt,Terracotta,Cashmere Blend,54.38,20.0,43.5,1,43.5
T0007632,CUST_00477,2025-01-21,P00074,Tops,Camisole,Charcoal,French Terry,61.98,20.0,49.58,1,49.58
T0007633,CUST_00477,2025-05-30,P00073,Tops,Camisole,White,Corduroy,41.82,0.0,41.82,1,41.82
T0007634,CUST_00477,2025-06-08,P00066,Tops,Crop Top,Terracotta,Corduroy,68.95,5.0,65.5,1,65.5
T0007635,CUST_00477,2025-08-29,P00082,Tops,Halter Top,Heather Grey,Poly-Spandex,43.92,25.0,32.94,2,65.88
T0007636,CUST_00477,2025-09-08,P00265,Blazers & Suits,Tailored Blazer,White,Cashmere Blend,158.93,0.0,158.93,1,158.93
T0007637,CUST_00477,2025-09-19,P00076,Tops,Camisole,Terracotta,Linen,64.56,0.0,64.56,1,64.56
T0007638,CUST_00477,2025-09-27,P00276,Blazers & Suits,Two-Piece Suit,Charcoal,Linen,158.74,10.0,142.87,1,142.87
T0007639,CUST_00477,2025-10-15,P00079,Tops,Wrap Top,Olive Green,Corduroy,63.45,10.0,57.11,1,57.11
T0007640,CUST_00477,2025-10-31,P00175,Dresses & Skirts,Bodycon Dress,Olive Green,Poly-Spandex,55.74,10.0,50.17,2,100.34
T0007641,CUST_00477,2025-11-25,P00072,Tops,Tank Top,Charcoal,Corduroy,38.1,10.0,34.29,1,34.29
T0007642,CUST_00477,2025-12-03,P00066,Tops,Crop Top,Terracotta,Corduroy,68.95,5.0,65.5,2,131.0
T0007643,CUST_00477,2025-12-08,P00082,Tops,Halter Top,Heather Grey,Poly-Spandex,43.92,0.0,43.92,1,43.92
T0007644,CUST_00477,2025-12-18,P00209,Hoodies & Sweatshirts,Pullover Hoodie,Burgundy,Poly-Spandex,62.7,15.0,53.3,1,53.3
T0007645,CUST_00477,2026-01-02,P00081,Tops,Halter Top,Olive Green,French Terry,65.43,20.0,52.34,1,52.34
T0007646,CUST_00477,2026-02-26,P00074,Tops,Camisole,Charcoal,French Terry,61.98,0.0,61.98,1,61.98
T0007647,CUST_00477,2026-03-21,P00076,Tops,Camisole,Terracotta,Linen,64.56,0.0,64.56,2,129.12
T0007648,CUST_00477,2026-05-10,P00078,Tops,Wrap Top,Terracotta,Cashmere Blend,59.84,0.0,59.84,1,59.84
T0007649,CUST_00478,2025-02-02,P00305,Activewear,Athletic Hoodie,Burgundy,Cashmere Blend,56.97,5.0,54.12,1,54.12
T0007650,CUST_00478,2025-03-05,P00307,Activewear,Athletic Hoodie,Olive Green,French Terry,56.08,15.0,47.67,1,47.67
T0007651,CUST_00478,2025-04-12,P00288,Activewear,Running Shorts,Charcoal,Poly-Spandex,60.75,10.0,54.68,2,109.36
T0007652,CUST_00478,2025-05-19,P00297,Activewear,Track Pants,Olive Green,Linen,67.73,5.0,64.34,2,128.68
T0007653,CUST_00478,2025-06-09,P00286,Activewear,Running Shorts,Heather Grey,Corduroy,51.31,0.0,51.31,1,51.31
T0007654,CUST_00478,2025-06-28,P00147,Dresses & Skirts,Midi Skirt,Burgundy,French Terry,73.14,0.0,73.14,2,146.28
T0007655,CUST_00478,2025-06-29,P00284,Activewear,Running Top,Heather Grey,Cashmere Blend,67.0,0.0,67.0,1,67.0
T0007656,CUST_00478,2025-06-30,P00278,Activewear,Sports Bra,Charcoal,Cashmere Blend,43.69,10.0,39.32,1,39.32
T0007657,CUST_00478,2025-07-27,P00302,Activewear,Performance T-Shirt,Charcoal,Poly-Spandex,39.39,0.0,39.39,1,39.39
T0007658,CUST_00478,2025-10-13,P00298,Activewear,Track Pants,Heather Grey,Cashmere Blend,52.84,10.0,47.56,3,142.68
T0007659,CUST_00478,2025-10-29,P00281,Activewear,Running Top,Burgundy,French Terry,72.36,0.0,72.36,1,72.36
T0007660,CUST_00478,2025-11-06,P00307,Activewear,Athletic Hoodie,Olive Green,French Terry,56.08,20.0,44.86,1,44.86
T0007661,CUST_00478,2025-12-23,P00371,Traditional Wear,Dhoti,White,Cashmere Blend,90.43,0.0,90.43,1,90.43
T0007662,CUST_00478,2026-01-01,P00350,Traditional Wear,Kurta,Charcoal,Linen,138.93,0.0,138.93,1,138.93
T0007663,CUST_00478,2026-01-17,P00358,Traditional Wear,Salwar Suit,Heather Grey,Cashmere Blend,93.81,15.0,79.74,1,79.74
T0007664,CUST_00478,2026-04-24,P00360,Traditional Wear,Salwar Suit,Charcoal,French Terry,89.77,10.0,80.79,1,80.79
T0007665,CUST_00478,2026-05-11,P00362,Traditional Wear,Sherwani,Charcoal,Poly-Spandex,102.37,0.0,102.37,2,204.74
T0007666,CUST_00478,2026-06-02,P00368,Traditional Wear,Lehenga,Heather Grey,Poly-Spandex,67.14,5.0,63.78,1,63.78
T0007667,CUST_00479,2025-01-25,P00121,Shorts,Denim Shorts,White,French Terry,39.62,15.0,33.68,2,67.36
T0007668,CUST_00479,2025-03-23,P00153,Dresses & Skirts,A-Line Skirt,Olive Green,Corduroy,49.83,5.0,47.34,1,47.34
T0007669,CUST_00479,2025-03-23,P00122,Shorts,Denim Shorts,Charcoal,Poly-Spandex,59.89,10.0,53.9,1,53.9
T0007670,CUST_00479,2025-06-16,P00287,Activewear,Running Shorts,White,French Terry,65.75,5.0,62.46,1,62.46
T0007671,CUST_00479,2025-06-18,P00126,Shorts,Cargo Shorts,Terracotta,Corduroy,59.69,15.0,50.74,1,50.74
T0007672,CUST_00479,2025-07-28,P00136,Shorts,Running Shorts,Terracotta,Linen,41.51,0.0,41.51,1,41.51
T0007673,CUST_00479,2025-08-11,P00189,Sweaters & Knitwear,Crewneck Sweater,Olive Green,Poly-Spandex,58.58,0.0,58.58,1,58.58
T0007674,CUST_00479,2025-08-12,P00076,Tops,Camisole,Terracotta,Linen,64.56,10.0,58.1,1,58.1
T0007675,CUST_00479,2025-08-15,P00370,Traditional Wear,Dhoti,Heather Grey,Linen,115.78,5.0,109.99,3,329.97
T0007676,CUST_00479,2025-10-09,P00357,Traditional Wear,Salwar Suit,Olive Green,Linen,92.84,10.0,83.56,1,83.56
T0007677,CUST_00479,2025-12-08,P00123,Shorts,Denim Shorts,Burgundy,Linen,57.52,0.0,57.52,1,57.52
T0007678,CUST_00479,2025-12-23,P00133,Shorts,Running Shorts,White,Corduroy,64.11,5.0,60.9,1,60.9
T0007679,CUST_00479,2026-02-06,P00119,Pants & Jeans,Linen Trousers,White,Corduroy,126.71,15.0,107.7,2,215.4
T0007680,CUST_00479,2026-03-21,P00139,Shorts,Bermuda Shorts,Olive Green,Corduroy,96.3,20.0,77.04,1,77.04
T0007681,CUST_00479,2026-04-29,P00122,Shorts,Denim Shorts,Charcoal,Poly-Spandex,59.89,20.0,47.91,1,47.91
T0007682,CUST_00479,2026-05-01,P00127,Shorts,Cargo Shorts,Olive Green,French Terry,88.18,10.0,79.36,1,79.36
T0007683,CUST_00479,2026-05-16,P00122,Shorts,Denim Shorts,Charcoal,Poly-Spandex,59.89,10.0,53.9,1,53.9
T0007684,CUST_00479,2026-05-19,P00131,Shorts,Chino Shorts,White,Cashmere Blend,49.52,0.0,49.52,1,49.52
T0007685,CUST_00480,2025-01-15,P00269,Blazers & Suits,Suit Jacket,Burgundy,Poly-Spandex,139.56,0.0,139.56,1,139.56
T0007686,CUST_00480,2025-01-28,P00270,Blazers & Suits,Suit Jacket,Terracotta,Linen,134.89,25.0,101.17,1,101.17
T0007687,CUST_00480,2025-01-31,P00265,Blazers & Suits,Tailored Blazer,White,Cashmere Blend,158.93,25.0,119.2,1,119.2
T0007688,CUST_00480,2025-02-13,P00266,Blazers & Suits,Tailored Blazer,Charcoal,Corduroy,185.87,10.0,167.28,1,167.28
T0007689,CUST_00480,2025-03-28,P00275,Blazers & Suits,Two-Piece Suit,White,Poly-Spandex,226.8,5.0,215.46,2,430.92
T0007690,CUST_00480,2025-04-17,P00272,Blazers & Suits,Suit Jacket,Heather Grey,Corduroy,158.46,25.0,118.84,1,118.84
T0007691,CUST_00480,2025-06-03,P00268,Blazers & Suits,Tailored Blazer,Terracotta,Poly-Spandex,150.7,5.0,143.16,2,286.32
T0007692,CUST_00480,2025-07-07,P00036,T-Shirts,Crew Neck T-Shirt,Charcoal,Linen,61.41,15.0,52.2,1,52.2
T0007693,CUST_00480,2025-08-14,P00107,Pants & Jeans,Cargo Pants,White,French Terry,58.08,0.0,58.08,1,58.08
T0007694,CUST_00480,2025-09-02,P00089,Pants & Jeans,Straight Leg Jeans,Burgundy,Poly-Spandex,86.53,0.0,86.53,1,86.53
T0007695,CUST_00480,2025-09-09,P00272,Blazers & Suits,Suit Jacket,Heather Grey,Corduroy,158.46,15.0,134.69,2,269.38
T0007696,CUST_00480,2025-09-18,P00265,Blazers & Suits,Tailored Blazer,White,Cashmere Blend,158.93,0.0,158.93,1,158.93
T0007697,CUST_00480,2025-09-27,P00266,Blazers & Suits,Tailored Blazer,Charcoal,Corduroy,185.87,0.0,185.87,2,371.74
T0007698,CUST_00480,2025-11-20,P00051,T-Shirts,Oversized T-Shirt,Burgundy,Cashmere Blend,46.68,15.0,39.68,2,79.36
T0007699,CUST_00480,2025-12-21,P00128,Shorts,Cargo Shorts,Heather Grey,Poly-Spandex,39.37,15.0,33.46,1,33.46
T0007700,CUST_00480,2025-12-25,P00294,Activewear,Yoga Pants,Terracotta,French Terry,26.68,15.0,22.68,1,22.68
T0007701,CUST_00480,2026-02-13,P00268,Blazers & Suits,Tailored Blazer,Terracotta,Poly-Spandex,150.7,0.0,150.7,2,301.4
T0007702,CUST_00480,2026-02-22,P00275,Blazers & Suits,Two-Piece Suit,White,Poly-Spandex,226.8,15.0,192.78,1,192.78
T0007703,CUST_00480,2026-03-13,P00269,Blazers & Suits,Suit Jacket,Burgundy,Poly-Spandex,139.56,10.0,125.6,3,376.8
T0007704,CUST_00480,2026-03-14,P00266,Blazers & Suits,Tailored Blazer,Charcoal,Corduroy,185.87,0.0,185.87,1,185.87
T0007705,CUST_00480,2026-04-23,P00259,Jackets & Outerwear,Trench Coat,Olive Green,Corduroy,115.42,0.0,115.42,1,115.42
T0007706,CUST_00481,2025-01-02,P00225,Hoodies & Sweatshirts,Fleece Sweatshirt,Olive Green,Cashmere Blend,85.12,20.0,68.1,1,68.1
T0007707,CUST_00481,2025-01-17,P00216,Hoodies & Sweatshirts,Zip-Up Hoodie,Charcoal,Linen,120.43,0.0,120.43,1,120.43
T0007708,CUST_00481,2025-01-19,P00214,Hoodies & Sweatshirts,Zip-Up Hoodie,Heather Grey,French Terry,77.0,15.0,65.45,2,130.9
T0007709,CUST_00481,2025-02-08,P00225,Hoodies & Sweatshirts,Fleece Sweatshirt,Olive Green,Cashmere Blend,85.12,15.0,72.35,1,72.35
